개체1,액션1,감정1,"URL(공포,놀람,분노,슬픔,중립,행복,혐오)",,,,,,,,
"새해,인사,복,복주머니,장첸",받,,https://jjalbang.today/files/jjalbox/2018/12/20181231_5c298f2a3cf94.png,,,,,,,,
"신세계,영화,정청,윙크",,,https://jjalbang.today/files/jjalbox/2020/09/20200915_5f60a5a9d6f0a.gif,,,,,,,,
"엄지,영화,손가락",,,https://jjalbang.today/files/jjalbox/2015/04/20150409_5525e2bd4a90e.jpg,,,,,,,,
"곡성,경찰",황당,,https://jjalbang.today/files/jjalbox/2016/07/20160714_5786fa4c157c4.gif,,,,,,,,
"택시,송강호,운전사,영화,위치",,,https://jjalbang.today/files/jjalbox/2021/06/20210604_60ba2a3c84c76.gif,,,,,,,,
"영화,봄날,라면",먹,,https://jjalbang.today/files/jjalbox/2016/08/20160823_57bc142a6ea0f.gif,,,,,,,,
"오징어,캐리비안,해적,선장,영화",못생기,,https://jjalbang.today/files/jjalbox/2017/12/20171224_5a3f3a944d467.jpg,,,,,,,,
"영화,먹방","먹,뜨겁",,https://jjalbang.today/files/jjalbox/2016/08/20160812_57ad849f9352a.gif,,,,,,,,
"담배,최민식,영화,흡연",,,https://jjalbang.today/files/jjalbox/2020/09/20200918_5f64363b5a220.gif,,,,,,,,
"인정,오케이,ok,영화",,행복,https://jjalbang.today/files/jjalbox/2015/04/20150424_553a122215e74.gif,,,,,,,,
"이병헌,달콤한인생","왜,그렇",,https://jjalbang.today/files/jjalbox/2021/06/20210615_60c855ddda368.jpg,,,,,,,,
"이놈,노무,자슥,자식,영화,범죄,최민식",,분노,https://jjalbang.today/files/jjalbox/2021/08/20210805_610b88f184e41.gif,,,,,,,,
"쿵푸허슬,아줌마,싸다구,주성치,영화","꺼지,비키",,https://jjalbang.today/files/jjalbox/2020/12/20201222_5fe1d41021232.gif,,,,,,,,
"악마를보았다,최민식,영화,화장실,폭행,화남,폭력","빡,가만,안,두",분노,https://jjalbang.today/files/jjalbox/2021/06/20210616_60c9f537dc16d.gif,,,,,,,,
"달콤한인생,이병헌,모욕감,영화",,슬픔,https://jjalbang.today/files/jjalbox/2021/06/20210615_60c84f7c6e61c.jpg,,,,,,,,
"최민식,악마를보았다,살인,영화,범죄","좋아하,안되",,https://jjalbang.today/files/jjalbox/2021/06/20210615_60c85aa4453cb.gif,,,,,,,,
"아메리칸,스타일,극한직업,영화,미국,놀라움",깜놀,놀람,https://jjalbang.today/files/jjalbox/2021/08/20210802_6107978d9f2a0.gif,,,,,,,,
"최민식,악마를보았다,화난",,분노,https://jjalbang.today/files/jjalbox/2021/06/20210615_60c8593aea3fc.gif,,,,,,,,
"송강호,관상,회환,후회,절망,영화",,슬픔,https://jjalbang.today/files/jjalbox/2021/06/20210604_60ba2f53ea199.gif,,,,,,,,
"다이어트,포기,부귀영화,돼지",살빼,,https://jjalbang.today/files/jjalbox/2021/06/20210609_60c0442067fa2.jpg,,,,,,,,
"영화,오마이갓,맙소사,오 마이 갓",,놀람,https://jjalbang.today/files/jjalbox/2015/04/20150410_5527b7f149e4d.gif,,,,,,,,
"하정우,먹방,파,군도,민란,영화",,,https://jjalbang.today/files/jjalbox/2020/09/20200915_5f60a262ec9af.gif,,,,,,,,
"신세계,비밀,귓속말",,,https://jjalbang.today/files/jjalbox/2021/05/20210530_60b374b2e3ac7.jpg,,,,,,,,
"기생충,송강호,화남,무시",떨떠름,분노,https://jjalbang.today/files/jjalbox/2021/06/20210604_60ba304bd1903.gif,,,,,,,,
"곽철용,타짜,김응수,더블,떠블,명대사",묻,,https://jjalbang.today/files/jjalbox/2021/06/20210608_60bf28e569961.gif,,,,,,,,
의,,"분노,슬픔",https://jjalbang.today/files/jjalbox/2015/03/100_5516a3bfdc6b9_2086.jpg,,,,,,,,
"밥,살인의 추억,살인의추억,영화,송강호",,,https://jjalbang.today/files/jjalbox/2021/06/20210604_60ba2b58a48af.gif,,,,,,,,
불철주야,뺑,,https://jjalbang.today/files/jjalbox/2021/12/20211212_61b5751069e0a.gif,,,,,,,,
,,"중립,분노,놀람,공포",https://jjalbang.today/files/jjalbox/2021/06/20210615_60c859fb7bdf0.gif,,,,,,,,
"해바라기,오태식,김래원,격투",,분노,https://jjalbang.today/files/jjalbox/2021/06/20210615_60c855545844b.png,,,,,,,,
"원빈,아저씨,한발,권총,방탄유리,총",쏘,분노,https://jjalbang.today/files/jjalbox/2021/10/20211012_6165baf556c63.gif,,,,,,,,
"김희원,아저씨,화남,폭발,포효","빡,으아아아",분노,https://jjalbang.today/files/jjalbox/2021/10/20211012_6165b5bf4f5bd.jpg,,,,,,,,
부귀영화,"열받,보,누리",,https://jjalbang.today/files/jjalbox/2021/05/20210530_60b3cb13d1847.jpg,,,,,,,,
원티드,꺼지,,https://jjalbang.today/files/jjalbox/2021/10/20211019_616ec71b7503b.gif,,,,,,,,
"무한도전,무도,정형돈,화남,짜증,성질","열받,확,차",분노,https://jjalbang.today/files/jjalbox/2015/03/85_55169c24c2ecc_2678.jpg,,,,,,,,
"이경규,어른,얘기",닥치,,https://jjalbang.today/files/jjalbox/2016/08/20160812_57adc3f48bf4c.jpg,,,,,,,,
"입,변호사,유재석","닫,죄송",,https://jjalbang.today/files/jjalbox/2016/08/20160817_57b42cb8da3cf.jpg,,,,,,,,
"뇌피셜,진중권","알,황당,척척",,https://jjalbang.today/files/jjalbox/2022/01/20220113_61dfc038a788d.gif,,,,,,,,
"싸움의 기술,싸움,기술,백윤식,새끼,ㅅㄲ,화남",,분노,https://jjalbang.today/files/jjalbox/2022/01/20220113_61dfbeb649acc.gif,,,,,,,,
"해바라기,오태식,김래원,씹쌔끼,욕",,"분노,슬픔,혐오",https://jjalbang.today/files/jjalbox/2022/01/20220112_61dec8183c242.jpg,,,,,,,,
,,놀람,https://jjalbang.today/files/jjalbox/2022/01/20220112_61de9985cb56d.gif,,,,,,,,
"뭐,?",황당,,https://jjalbang.today/files/jjalbox/2022/01/20220112_61de954e8cc7f.gif,,,,,,,,
"조까,좃까,좆까,엿,엿이나 먹어,빅엿,뻑큐",,,https://jjalbang.today/files/jjalbox/2022/01/20220112_61de96c5108a2.jpg,,,,,,,,
"뭐,박하선",황당,혐오,https://jjalbang.today/files/jjalbox/2022/01/20220112_61de94d9aef5e.gif,,,,,,,,
"타짜,화투,고광렬,유해진,고광열",,,https://jjalbang.today/files/jjalbox/2022/01/20220112_61de9134bc6a0.gif,,,,,,,,
"폐업,백종원,골목식당,종료,엉망",그만, 혐오,https://jjalbang.today/files/jjalbox/2022/01/20220105_61d5817a3f235.jpg,,,,,,,,
"비웃음,풉,풋,웃음",참,,https://jjalbang.today/files/jjalbox/2022/01/20220104_61d3fe0c7eda3.jpeg,,,,,,,,
박하선,"황당,꺼지,닥치",혐오,https://jjalbang.today/files/jjalbox/2022/01/20220104_61d3f97f60eee.jpg,,,,,,,,
"내 아임니다,내아임니다,조선족,범죄도시",,,https://jjalbang.today/files/jjalbox/2022/01/20220103_61d27afb48e21.jpg,,,,,,,,
"오징어,솔로,놀림",못생기,,https://jjalbang.today/files/jjalbox/2022/01/20220103_61d27baa6c019.gif,,,,,,,,
"밥상,회식","뒤집,엎",분노,https://jjalbang.today/files/jjalbox/2022/01/20220103_61d28e972ea23.gif,,,,,,,,
"거짓말,박명수,무한도전,무도",,,https://jjalbang.today/files/jjalbox/2021/12/20211226_61c821ef6fbc5.jpg,,,,,,,,
"거짓말,하하,무도,무한도전",,,https://jjalbang.today/files/jjalbox/2021/12/20211226_61c81e3a9db7b.jpg,,,,,,,,
"거짓말,유재석,무도,무한도전,솔직",,,https://jjalbang.today/files/jjalbox/2021/12/20211226_61c81ddb85f6e.jpg,,,,,,,,
"거짓말,유재석,무도,무한도전,솔직,입열구",열,,https://jjalbang.today/files/jjalbox/2021/12/20211226_61c81e12490c9.jpg,,,,,,,,
"거짓말,유재석,무도,무한도전,솔직",,,https://jjalbang.today/files/jjalbox/2021/12/20211226_61c81daf6b362.jpg,,,,,,,,
"하지마,개새끼,스톱,stop,조선족,범죄도시,욕",,분노,https://jjalbang.today/files/jjalbox/2021/11/20211126_61a06d505df8e.png,,,,,,,,
